0	761.887	0	-4862.73	0	2108.65
55.1051	0	23960	0	171100	0
0	-4862.73	0	31480	0	-5817.76
48620	0	171100	0	14740000	0
0	2108.65	0	-5817.76	0	108900
137.503	0	38.7241	0	38780	0
0	541.787	0	-3522.87	0	1465.77
38.7241	0	22740	0	160300	0
0	-3522.87	0	23160	0	-4950.13
38780	0	160300	0	11970000	0
0	1465.77	0	-4950.13	0	64920
106.853	0	26.5314	0	30300	0
0	381.928	0	-2525.32	0	1012.82
26.5314	0	21440	0	149400	0
0	-2525.32	0	16840	0	-3995.02
30300	0	149400	0	9559000	0
0	1012.82	0	-3995.02	0	38190
93.4695	0	21.7524	0	26570	0
0	319.636	0	-2129.78	0	839.991
21.7524	0	20760	0	143900	0
0	-2129.78	0	14290	0	-3535.28
26570	0	143900	0	8487000	0
0	839.991	0	-3535.28	0	29150
81.2794	0	17.6987	0	23160	0
0	266.649	0	-1789.76	0	694.815
17.6987	0	20070	0	138400	0
0	-1789.76	0	12090	0	-3099.79
23160	0	138400	0	7501000	0
0	694.815	0	-3099.79	0	22130
60.427	0	11.4617	0	17300	0
0	183.981	0	-1251.55	0	472.103
11.4617	0	18660	0	127500	0
0	-1251.55	0	8549.04	0	-2326.82
17300	0	127500	0	5786000	0
0	472.103	0	-2326.82	0	12590
43.7936	0	7.16813	0	12590	0
0	125.023	0	-860.68	0	316.539
7.16813	0	17190	0	116500	0
0	-860.68	0	5940.04	0	-1692.7
12590	0	116500	0	4384000	0
0	316.539	0	-1692.7	0	6992.01
30.8142	0	4.29369	0	8891.09	0
0	83.2563	0	-579.216	0	208.351
4.29369	0	15680	0	105500	0
0	-579.216	0	4034.39	0	-1191.83
8891.09	0	105500	0	3260000	0
0	208.351	0	-1191.83	0	3767.48
20.9215	0	2.43071	0	6057.02	0
0	53.9508	0	-378.812	0	133.655
2.43071	0	14120	0	94450	0
0	-378.812	0	2659.97	0	-808.33
6057.02	0	94450	0	2376000	0
0	133.655	0	-808.33	0	1951.96
13.5816	0	1.26935	0	3943.55	0
0	33.6794	0	-238.373	0	82.7195
1.26935	0	12520	0	83310	0
0	-238.373	0	1685.7	0	-523.829
3943.55	0	83310	0	1694000	0
0	82.7195	0	-523.829	0	960.939
8.31302	0	0.58171	0	2419.71	0
0	19.9583	0	-142.224	0	48.6622
0.58171	0	10880	0	72030	0
0	-142.224	0	1011.86	0	-320.001
2419.71	0	72030	0	1179000	0
0	48.6622	0	-320.001	0	442.324
4.69247	0	0.20224	0	1368.48	0
0	10.9744	0	-78.6469	0	26.6026
0.20224	0	9182.15	0	60590	0
0	-78.6469	0	562.371	0	-180.321
1368.48	0	60590	0	797900	0
0	26.6026	0	-180.321	0	186.163
